section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 08-83 §25,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Time and position of ship when valves separating the dedicated clean ballast tanks from",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §26,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Quantity of clean ballast taken on board.",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §3,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Oil Record Book: Annex I of MARPOL 73/78, Regulation 20, requires every oil tanker of 150",2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §30,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Method of cleaning.5",6,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §4,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Identity of tank(s).",4,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §5,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Cargo Monitors on Tankers and Other Ships that Carry Oil in Bulk: Regulations 2(2) and 15 of",2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §6,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Example of Machinery Space Operations",2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §7,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Example of Cargo/Ballast Operations on Board An Oil Tanker",2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §8,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Was (were) tank(s) emptied?",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-83 §9,"Guidance for Compliance with Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Enforcement of Discharge Violations: Article 4 of MARPOL 73/78 directs Parties to establish",6,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §1,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Size.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §10,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Booklet of Scantling Plans - A series of key structural plans detailing the basic structure of a,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §11,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Booklet of Standard Details - A uniform specification on standard design details and specifications,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §12,"Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Arrangement of Ports, Doors and Airports - Those access penetrations of the side shell and decks",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §13,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Hatch Coamings and Covers in Weather and Watertight Decks - Those installations and devices,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §14,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Sliding Watertight Doors and Operating Equipment - Those plans required for submission to,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §15,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Scuppers and Drains Penetrating Shell Plating - Those piping discharges used for maintaining,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §16,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Tank Vessel Loading Information - All tank vessels over 300 feet in length carrying bulk liquid,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §17,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Cargo Gear Plans - Plans of cargo gear used in connection with loading and unloading of dry cargo,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §18,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Lines Plans - The form of a ship's hull defined on a scaled drawing. Recommended Information:,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §19,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Curves of Form (Displacement and other curves) - In anticipation of the vessel operating at many,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §2,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Transient and subtransient reactance.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §20,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Cross Curves of Stability - Presents righting arm values over the range of operating displacements,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §21,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Draft Mark Locations - on site verification of the position of the draft marks by the OCMI or ABS,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §22,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Capacity Plan - Describes capacities and locations of tank and cargo spaces,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §23,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Tank Sounding Tables - Indicates the volume in a tank corresponding to a vertical tank,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §24,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Floodable Length Curve (Large and Small Passenger vessels) - A curve drawn upon the profile of,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §25,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Intact Stability Criteria Calculations,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §26,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Damage Stability Criteria Calculations,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §27,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Stability Booklet - Sets forth instructions and data necessary to permit an assessment of the,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §28,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Power System Package - The following information is a guide to be adapted to specific vessels.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §29,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Switchgear -,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §3,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Cable and transformer allowed current.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §30,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Diagram of Electric Installations in Hazardous locations,5,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 08-84 §4,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — ACTION. All affected members of the marine community are urged to adopt and support the,5,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §5,"Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Connection (wye, or delta).",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §6,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — More than one source of potential.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §7,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Method of grounding.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §8,"Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Midship Section - A plan developing the hull-girder section modules amidships, depicting the",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-84 §9,Recommendations for the Submittal of Merchant Vessel Plans and Specifications — Construction Portfolio of Special Hull Materials - A plan detailing the location and installation of,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 08-87 §1,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — PURPOSE. This Circular transmits a change to NVIC 8-87 dated 6 November 1987. The restrictions",3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §10,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Johannsen, T. J., ""Rigid PVC Foam Cores - Properties - Design - Core Installation,"" presented at",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §11,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Johannsen, T. J., ""Commercial Fishboats in Airex/FRP Sandwich Construction,"" presented at",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §12,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — ""Mechanical Testing of FRP Sandwich Construction - An Evaluation of Three Core Materials,""",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §15,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — NIOSH/OSHA, ""Occupational Health Guidelines for Chemical Hazards,"" Pub No. 81-123,",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §17,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — NIOSH Technical Report 82-110: ""Extent of Exposure to Styrene in the Reinforced Plastic Boat",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §18,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Reichard Ronnal P., ""Structural Design of FRP High Performance Sailing Craft,"" presented at",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §19,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Reichard Ronnal P. and J. J. Seidler, ""Chine Construction in Cored RP Small Craft,"" presented at",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §2,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Physical Examinations. For each instance of visual flaw detection there usually follows",2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §20,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Savitsky, D. and P. W. Brown, ""Procedures for Hydrodynamic Evaluation of Planing Hulls in",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §22,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Silvia, Peter A., ""Structural Design of Planing Craft, A State of the Art Survey,"" Prepared for",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §23,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Weissman-Berman, D., ""A Preliminary Design Method for FRP Sandwich-Cored Panels,""",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §24,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Wind and Wave Summaries for Selected U.S. Coast Guard Operating Areas, Report No. CGD-",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §25,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Wind and Wave Summaries for Selected U.S. Coast Guard Operating Areas, Addendum to,",4,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §3,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — DISCUSSION.",2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §4,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — IMPLEMENTATION. Make the following pen and ink changes to enclosure (1) of NVIC 8-87:",3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §5,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Heller, S.R. and N.H. Jasper, “On the Structural Design of Planing Craft,"" Proceedings of the",7,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §6,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Gibbs and Cox, ""Design Properties of Marine Grade Fiberglass Laminates,"" sponsored by",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-87 §7,"Notes on Design, Construction, Inspection and Repair of Fiber Reinforced Plastic (FRP) Vessels with Change Included — Gibbs and Cox, Marine Design Manual for Fiberglass Reinforced Plastics, sponsored by Owens-",3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 08-89 §1,"Recommendations Concerning Emergency Towing of Tankers — ADOPTS the Recommendation on Emergency Towing Requirements for Tankers, the",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-89 §2,Recommendations Concerning Emergency Towing of Tankers — RECOMMENDS that all Governments concerned take appropriate steps to give effect to,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-89 §3,Recommendations Concerning Emergency Towing of Tankers — DISCUSSION.,4,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §1,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — UNRESTRICTED Operation: A vessel will be permitted an unrestricted area of operation if all",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §2,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — Approval.",4,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §3,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — Approval.",2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §4,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — DISCUSSION.",2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §5,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — GRANDFATHER PROVISIONS. Public Law 96-378 requires that on or after 1 January 1989,",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §6,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — MANNING. The manning of all OSV's should be in accordance with applicable standards as",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-91 §7,"Initial and Subsequent Inspection of Existing, Uncertificated Offshore Supply Vessels, Including Lifeboats — IMPLEMENTATION.",8,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 08-94 §1,Issues Regarding Federal Pilotage — PURPOSE. This Circular provides Coast Guard Captains of the Port (COTPs) and members of,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 08-94 §2,Issues Regarding Federal Pilotage — DIRECTIVES AFFECTED. Interpretations of Various Issues Regarding Pilots and the Pilotage,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 08-94 §3,Issues Regarding Federal Pilotage — DISCUSSION. Regulations concerning pilots have been under revision since about 1980. There,15,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-02 §1,"Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — During the initial response phase, the identification of strategies needed to set the stage for",3,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §10,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — This Agreement is made and intended for the benefit of the United States Government and may be enforced by the United,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §11,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Voids checked on schedule. Soundings taken at regular intervals.,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §12,"Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Mooring System (including lines, bits, winches, heaving lines, handling",1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §13,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — IMPLEMENTATION.,2,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §14,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Mooring gangs in position.,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §15,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Heavy lift 1 Estimated Estimated,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §16,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — AMSCs are directed in 33 CFR § 103.310 to act as a link in,19,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §17,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Manifold connections ready and marked.,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §19,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Spill Contingency Plan. Oil Spill Removal Organization (OSRO) on stand-by.,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §2,"Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Involved parties [include Name, Address, Telephone Number, and Point",9,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §20,"Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Deck watch established with particular attention to mooring,",1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §21,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Mooring crews instructed how to cast off in the event of an emergency,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §24,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Radio watch established to make passing arrangements with vessel,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §26,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Gangway in position and secured.,1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §28,"Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Efficient and qualified engine room watch established, and main",1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §3,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — DISCUSSION.,90,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §30,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Grounding procedures properly established.,3,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §4,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — No RP and no OPA-90/CERCLA applicability.,7,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §5,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — AREA MARITIME SECURITY TRAINING AND EXERCISE PROGRAM (AMSTEP).,15,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §6,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Current Organization (fill in additional appropriate organization),3,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §7,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Operational time (include estimated start time and estimated completion time),5,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §8,Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — Crew Emergency Medical Safety – The availability of emergency services based on,3,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-02 §9,"Guidelines for the Area Maritime Security Committees and Area Maritime Security Plans Required for U.S. Ports — (a) With respect to SSI and SBU, I hereby assign to the United States Government all royalties, remunerations, and",1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 09-81 §1,"Coast Guard Guidance Regarding Shipboard Helicopter Facilities — APPLICABLE REGULATIONS. The requirements of Subchapter I-A, Rules and Regulations for",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 09-81 §2,Coast Guard Guidance Regarding Shipboard Helicopter Facilities — ADDITIONAL GUIDELINES,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 09-81 §3,Coast Guard Guidance Regarding Shipboard Helicopter Facilities — DISCUSSION.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 09-81 §4,Coast Guard Guidance Regarding Shipboard Helicopter Facilities — ACTION. The guidelines contained in enclosure (1) are for use in conducting Coast Guard review,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 09-84 §1,Electrical Installations in Agricultural Dust Locations — All areas within 2 meters of a Division 1 location in all directions except when,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 09-84 §2,"Electrical Installations in Agricultural Dust Locations — Areas where cargo is transferred, dropped, or dumped and locations within 1",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 09-84 §3,Electrical Installations in Agricultural Dust Locations — MATERIAL CLASSIFICATION,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 09-84 §4,Electrical Installations in Agricultural Dust Locations — RECOMMENDATIONS,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 09-94 §1,Guidelines for Training and Certification in the Use of Marine Radar — FUNDAMENTAL THEORY,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-94 §2,Guidelines for Training and Certification in the Use of Marine Radar — SETTING UP & MAINTAINING DISPLAYS,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-94 §3,Guidelines for Training and Certification in the Use of Marine Radar — DISCUSSION.,2,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-94 §4,"Guidelines for Training and Certification in the Use of Marine Radar — COLLISION AVOIDANCE, INCLUDING PLOTTING",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-94 §5,Guidelines for Training and Certification in the Use of Marine Radar — False Targets.,9,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-94 §6,Guidelines for Training and Certification in the Use of Marine Radar — RADAR AND THE NAVIGATION RULES,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-94 §7,Guidelines for Training and Certification in the Use of Marine Radar — REVIEW AND FINAL ASSESSMENT,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 09-97 §01,Guide to Structural Fire Protection — This guidance was specifically developed to establish a consistent process for,3,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §1,Guide to Structural Fire Protection — An approved fixed foam fire extinguishing system consisting of monitors and/or hose,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §10,Guide to Structural Fire Protection — The shell plating and framing below the main deck must be A-0 construction for a,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §11,Guide to Structural Fire Protection — Fuel tank boundaries may be uninsulated aluminum or steel construction provided: (1),4,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §12,Guide to Structural Fire Protection — Hollow metal doors tested and listed to NFPA 252 (UL 10B) as 1 hour fire doors may be,4,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §13,Guide to Structural Fire Protection — Voids and other spaces where the fire load does not exceed 2.5 kg/m2 (0.5 lb/ft2) and,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §14,Guide to Structural Fire Protection — 5A vessels may be allowed excursion permits if the proposed function is within the,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §15,"Guide to Structural Fire Protection — In public areas, one A-II portable fire extinguisher must be provided for every 45 m2",4,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §2,"Guide to Structural Fire Protection — At least one B-V dry chemical semi-portable extinguisher, one B-II minimum 20 lb",3,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §20,Guide to Structural Fire Protection — The width and capacity of the means of escape are determined based on the number of,2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §3,Guide to Structural Fire Protection — C-class linings if the space has a fire load not exceeding 5 kg/m2.,7,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §4,Guide to Structural Fire Protection — all windows located under the platform must be provided with steel,13,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
